,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,latitude,longitude,resolvedAddress,address,timezone,tzoffset,severerisk
4782,2024-03-04,1709506800,15.6,3.6,10.6,15.6,0.8,9.7,-2.3,42.3,1.393,100.0,4.17,['rain'],0.0,0.0,38.9,21.9,272.7,1011.7,41.1,12.2,144.7,12.5,7.0,07:20:33,1709533233,18:45:56,1709574356,0.8,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4783,2024-03-05,1709593200,17.8,5.4,11.0,17.8,3.3,10.6,3.0,61.2,0.0,0.0,0.0,,0.0,0.0,29.5,25.3,293.7,1018.9,28.3,12.2,169.3,14.6,7.0,07:18:57,1709619537,18:47:06,1709660826,0.83,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['LEBL', 'D1298', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4784,2024-03-06,1709679600,15.8,3.7,9.7,15.8,2.0,9.0,4.5,72.1,0.126,100.0,4.17,['rain'],0.0,0.0,23.8,21.7,145.5,1021.1,21.9,12.1,183.2,15.9,6.0,07:17:20,1709705840,18:48:15,1709747295,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['LEBL', 'D1298', 'LEGE', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4785,2024-03-07,1709766000,15.8,5.4,10.2,15.8,3.2,9.8,5.9,75.9,0.0,0.0,0.0,,0.0,0.0,22.0,19.1,94.4,1015.0,66.1,11.7,124.7,10.8,5.0,07:15:42,1709792142,18:49:24,1709833764,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'LEGE', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4786,2024-03-08,1709852400,15.9,8.2,12.0,15.9,7.3,11.9,6.8,72.0,1.571,100.0,4.17,['rain'],0.0,0.0,46.4,21.7,240.0,1005.1,65.6,11.1,202.0,17.5,8.0,07:14:04,1709878444,18:50:32,1709920232,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['LEBL', 'D1298', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4787,2024-03-09,1709938800,13.2,6.7,9.7,13.2,4.8,9.1,7.7,87.5,3.522,100.0,8.33,['rain'],0.0,0.0,63.4,33.5,221.7,997.9,78.4,8.4,24.0,2.0,1.0,07:12:26,1709964746,18:51:40,1710006700,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4788,2024-03-10,1710025200,14.8,5.6,9.8,14.8,2.8,9.0,4.4,70.7,17.853,100.0,4.17,['rain'],0.0,0.0,38.9,23.6,252.6,997.9,40.9,12.2,117.6,10.0,6.0,07:10:47,1710051047,18:52:48,1710093168,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4789,2024-03-11,1710111600,18.1,7.4,11.9,18.1,5.3,11.3,4.1,60.8,0.0,0.0,0.0,,0.0,0.0,44.6,23.9,286.0,1009.7,33.2,12.4,203.0,17.5,8.0,07:09:08,1710137348,18:53:56,1710179636,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4790,2024-03-12,1710198000,15.0,5.8,10.5,15.0,3.6,9.9,5.1,70.1,0.0,0.0,0.0,,0.0,0.0,40.7,16.9,144.0,1020.6,29.3,12.2,200.1,17.1,8.0,07:07:28,1710223648,18:55:04,1710266104,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'D1298', 'LEGE', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4791,2024-03-13,1710284400,19.0,4.7,11.5,19.0,3.4,11.2,5.5,68.8,0.0,0.0,0.0,,0.0,0.0,37.8,21.4,232.7,1018.4,6.6,11.8,199.2,17.3,7.0,07:05:48,1710309948,18:56:11,1710352571,0.1,Clear,Clear conditions throughout the day.,clear-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4792,2024-03-14,1710370800,18.4,5.6,12.1,18.4,5.6,12.1,7.1,73.0,0.0,0.0,0.0,,0.0,0.0,41.0,22.9,213.8,1017.1,24.6,11.7,198.3,17.1,7.0,07:04:08,1710396248,18:57:18,1710439038,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4793,2024-03-15,1710457200,16.9,11.2,13.9,16.9,11.2,13.9,10.5,80.8,0.106,100.0,4.17,['rain'],0.0,0.0,19.1,16.7,136.0,1019.1,37.2,9.1,176.8,15.2,7.0,07:02:27,1710482547,18:58:25,1710525505,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4794,2024-03-16,1710543600,19.4,8.7,14.0,19.4,7.8,13.9,9.3,74.6,0.166,100.0,4.17,['rain'],0.0,0.0,37.1,18.7,197.5,1023.6,27.7,10.9,188.1,16.1,7.0,07:00:46,1710568846,18:59:32,1710611972,0.2,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4795,2024-03-17,1710630000,21.2,10.8,14.6,21.2,10.8,14.6,10.6,78.3,0.0,0.0,0.0,,0.0,0.0,26.6,23.4,162.3,1021.1,47.1,9.6,183.9,15.8,7.0,06:59:05,1710655145,19:00:39,1710698439,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4796,2024-03-18,1710716400,20.4,10.2,14.8,20.4,10.2,14.8,9.8,74.0,0.0,0.0,0.0,,0.0,0.0,15.5,16.3,148.4,1017.9,34.6,7.6,144.0,12.4,7.0,06:57:24,1710741444,19:01:45,1710784905,0.27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4797,2024-03-19,1710802800,20.3,10.4,14.7,20.3,10.4,14.7,8.8,69.0,0.0,0.0,0.0,,0.0,0.0,33.5,18.6,130.5,1016.9,46.3,11.6,191.3,16.5,7.0,06:55:43,1710827743,19:02:51,1710871371,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'D1298', 'LEGE', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4798,2024-03-20,1710889200,18.7,9.6,14.0,18.7,8.1,13.8,8.7,71.9,1.087,100.0,4.17,['rain'],0.0,0.0,25.2,16.2,94.6,1018.7,45.3,11.4,167.5,14.4,6.0,06:54:01,1710914041,19:03:57,1710957837,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4799,2024-03-21,1710975600,17.8,10.7,14.3,17.8,10.7,14.3,10.4,78.3,0.0,0.0,0.0,,0.0,0.0,23.8,16.1,92.6,1023.7,40.6,11.5,182.7,15.8,7.0,06:52:20,1711000340,19:05:03,1711044303,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4800,2024-03-22,1711062000,24.2,10.6,16.5,24.2,10.6,16.5,9.7,66.7,0.0,0.0,0.0,,0.0,0.0,37.1,20.7,177.5,1020.0,45.7,11.1,198.1,16.9,7.0,06:50:38,1711086638,19:06:09,1711130769,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4801,2024-03-23,1711148400,20.5,11.4,15.5,20.5,11.4,15.5,9.7,69.3,0.0,0.0,0.0,,0.0,0.0,35.6,21.2,163.4,1018.4,62.0,11.4,176.0,15.2,6.0,06:48:57,1711172937,19:07:15,1711217235,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4802,2024-03-24,1711234800,15.0,11.3,13.2,15.0,11.3,13.2,9.0,76.0,0.0,0.0,0.0,,0.0,0.0,25.9,16.2,159.3,1015.9,88.9,11.0,86.1,7.4,6.0,06:47:15,1711259235,19:08:20,1711303700,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4803,2024-03-25,1711321200,12.4,11.1,11.7,12.4,11.1,11.7,9.2,84.3,1.193,100.0,8.33,['rain'],0.0,0.0,23.0,9.8,92.0,1003.3,89.0,10.0,42.2,3.7,3.0,06:45:33,1711345533,19:09:26,1711390166,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4804,2024-03-26,1711407600,15.9,9.9,12.4,15.9,8.1,12.3,7.7,75.2,17.931,100.0,4.17,['rain'],0.0,0.0,35.3,25.3,276.4,990.8,83.9,8.7,103.8,9.0,7.0,06:43:52,1711431832,19:10:31,1711476631,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['LEBL', 'D1298', 'LEGE', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4805,2024-03-27,1711494000,15.3,5.4,11.1,15.3,2.6,10.3,3.5,60.8,3.939,100.0,4.17,['rain'],0.0,0.0,52.2,31.3,252.2,994.9,32.4,11.3,191.5,16.7,9.0,06:42:10,1711518130,19:11:37,1711563097,0.57,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"['LEBL', 'D1298', 'LEGE', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4806,2024-03-28,1711580400,20.2,12.7,16.1,20.2,12.7,16.1,7.5,57.9,0.1,100.0,4.17,['rain'],0.0,0.0,64.8,34.1,235.5,999.9,43.3,10.0,199.0,17.3,8.0,06:40:29,1711604429,19:12:42,1711649562,0.61,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"['LEBL', 'D1298', 'LEGE', 'LELL']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4807,2024-03-29,1711666800,19.4,12.4,15.9,19.4,12.4,15.9,10.7,72.7,0.0,0.0,0.0,,0.0,0.0,31.0,17.5,190.0,999.6,55.9,9.7,186.3,15.9,10.0,06:38:48,1711690728,19:13:47,1711736027,0.64,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['LEBL', 'D1298', 'LEGE', 'LELL']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4808,2024-03-30,1711753200,15.8,10.3,13.5,15.8,10.3,13.5,7.5,67.9,2.5,100.0,20.83,['rain'],0.0,0.0,48.2,22.8,205.6,997.3,41.0,9.9,146.2,12.7,6.0,06:37:07,1711777027,19:14:52,1711822492,0.68,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"['LEBL', 'D1298', 'LEGE', 'LELL']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4809,2024-03-31,1711839600,15.2,10.5,13.0,15.2,10.5,13.0,9.5,80.4,16.6,100.0,66.67,['rain'],0.0,0.0,57.6,25.8,205.0,997.0,74.5,8.9,71.2,6.0,4.0,07:35:26,1711863326,20:15:57,1711908957,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['LEBL', 'D1298', 'LEGE', 'LELL']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4810,2024-04-01,1711922400,17.8,7.8,12.7,17.8,6.2,12.3,4.2,58.4,0.2,100.0,4.17,['rain'],0.0,0.0,53.6,35.1,252.8,1007.6,19.2,10.5,187.9,16.3,9.0,07:33:46,1711949626,20:17:02,1711995422,0.75,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['LEBL', 'D1298', 'LEGE', '08184099999', 'LELL', 'V7DJ5', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4811,2024-04-02,1712008800,16.7,8.7,13.0,16.7,6.6,12.7,4.6,57.2,0.0,0.0,0.0,,0.0,0.0,35.3,19.7,216.6,1017.9,46.3,10.7,217.1,18.8,8.0,07:32:06,1712035926,20:18:07,1712081887,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['LEBL', 'D1298', 'LEGE', 'D4982', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4812,2024-04-03,1712095200,20.5,10.0,15.1,20.5,10.0,15.1,6.1,55.9,0.0,0.0,0.0,,0.0,0.0,16.2,20.8,194.2,1017.1,29.7,12.4,227.9,19.7,9.0,07:30:26,1712122226,20:19:12,1712168352,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4813,2024-04-04,1712181600,22.7,7.9,15.4,22.7,6.3,15.3,8.7,66.4,0.0,0.0,0.0,,0.0,0.0,27.4,19.2,204.5,1018.8,33.7,11.6,245.0,21.3,8.0,07:28:46,1712208526,20:20:17,1712254817,0.85,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4814,2024-04-05,1712268000,22.8,11.3,16.1,22.8,11.3,16.1,8.6,63.7,0.0,0.0,0.0,,0.0,0.0,23.4,19.4,211.0,1019.7,56.5,11.5,163.5,14.0,6.0,07:27:07,1712294827,20:21:22,1712341282,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4815,2024-04-06,1712354400,20.4,8.7,14.9,20.4,7.3,14.7,9.2,69.3,0.0,0.0,0.0,,0.0,0.0,28.1,21.7,86.2,1019.8,73.6,10.8,156.3,13.7,6.0,07:25:29,1712381129,20:22:27,1712427747,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4816,2024-04-07,1712440800,20.7,12.7,16.4,20.7,12.7,16.4,11.6,74.2,0.0,0.0,0.0,,0.0,0.0,35.3,20.1,98.9,1016.9,60.4,10.7,127.6,11.0,6.0,07:23:50,1712467430,20:23:32,1712514212,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4817,2024-04-08,1712527200,21.4,12.5,16.6,21.4,12.5,16.6,12.5,77.8,0.0,0.0,0.0,,0.0,0.0,35.6,16.6,106.7,1010.3,48.5,10.1,147.5,12.6,6.0,07:22:12,1712553732,20:24:37,1712600677,0.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4818,2024-04-09,1712613600,19.9,9.8,14.2,19.9,8.8,14.1,5.8,58.4,0.066,100.0,4.17,['rain'],0.0,0.0,59.4,21.7,248.6,1019.1,44.3,12.2,233.5,20.2,9.0,07:20:35,1712640035,20:25:42,1712687142,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4819,2024-04-10,1712700000,17.6,6.6,12.4,17.6,4.9,12.0,4.5,61.2,1.001,100.0,4.17,['rain'],0.0,0.0,48.2,20.6,145.0,1025.9,18.1,12.1,260.2,22.4,8.0,07:18:58,1712726338,20:26:47,1712773607,0.05,Rain,Clear conditions throughout the day with morning rain.,rain,"['LEBL', 'D1298', 'LEGE', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4820,2024-04-11,1712786400,20.1,6.8,14.8,20.1,4.7,14.6,6.8,61.2,0.0,0.0,0.0,,0.0,0.0,35.3,19.9,81.2,1028.3,8.3,14.1,247.3,21.3,8.0,07:17:22,1712812642,20:27:52,1712860072,0.09,Clear,Clear conditions throughout the day.,clear-day,"['LEBL', 'C8593', 'D1298', 'LEGE', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4821,2024-04-12,1712872800,23.3,8.9,16.3,23.3,7.2,16.1,7.3,58.6,0.0,0.0,0.0,,0.0,0.0,44.6,22.5,159.0,1029.8,0.9,11.9,249.0,21.4,8.0,07:15:46,1712898946,20:28:57,1712946537,0.12,Clear,Clear conditions throughout the day.,clear-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4822,2024-04-13,1712959200,25.5,11.0,17.9,25.5,11.0,17.9,6.6,49.8,0.0,0.0,0.0,,0.0,0.0,16.2,20.1,100.2,1027.0,3.3,12.3,257.6,22.3,8.0,07:14:11,1712985251,20:30:02,1713033002,0.15,Clear,Clear conditions throughout the day.,clear-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4823,2024-04-14,1713045600,28.0,10.5,19.1,26.8,10.5,18.9,5.6,45.1,0.0,0.0,0.0,,0.0,0.0,35.3,22.9,218.2,1023.8,2.2,12.3,261.4,22.6,8.0,07:12:37,1713071557,20:31:07,1713119467,0.19,Clear,Clear conditions throughout the day.,clear-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4824,2024-04-15,1713132000,23.2,12.4,17.3,23.2,12.4,17.3,7.9,55.1,0.0,0.0,0.0,,0.0,0.0,38.9,17.1,125.9,1018.5,53.5,12.2,196.4,16.9,7.0,07:11:03,1713157863,20:32:12,1713205932,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4825,2024-04-16,1713218400,19.5,12.7,15.8,19.5,12.7,15.8,8.1,61.7,0.0,0.0,0.0,,0.0,0.0,44.6,22.6,155.6,1014.9,54.1,11.4,260.4,21.8,8.0,07:09:30,1713244170,20:33:17,1713292397,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4826,2024-04-17,1713304800,17.5,9.7,13.8,17.5,8.2,13.7,7.2,65.2,1.06,100.0,8.33,['rain'],0.0,0.0,46.4,25.5,178.6,1014.4,71.6,11.7,153.3,10.9,8.0,07:07:57,1713330477,20:34:22,1713378862,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['LEBL', 'D1298', 'D4982', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4827,2024-04-18,1713391200,16.8,10.6,13.4,16.8,10.6,13.4,7.6,68.8,0.126,100.0,8.33,['rain'],0.0,0.0,46.4,27.8,101.9,1015.4,71.8,12.0,132.7,11.5,8.0,07:06:26,1713416786,20:35:27,1713465327,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4828,2024-04-19,1713477600,20.2,5.8,13.2,20.2,4.9,13.0,4.9,60.7,0.06,100.0,4.17,['rain'],0.0,0.0,47.9,25.9,213.5,1020.5,20.5,12.1,270.8,23.4,8.0,07:04:55,1713503095,20:36:32,1713551792,0.35,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4829,2024-04-20,1713564000,17.9,7.7,14.3,17.9,6.8,14.2,8.1,67.6,0.0,0.0,0.0,,0.0,0.0,38.9,19.3,142.2,1016.4,14.4,12.0,247.8,21.2,8.0,07:03:25,1713589405,20:37:36,1713638256,0.38,Clear,Clear conditions throughout the day.,clear-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4830,2024-04-21,1713650400,17.6,9.6,13.4,17.6,8.7,13.3,6.9,66.3,0.0,0.0,0.0,,0.0,0.0,40.7,19.9,180.2,1016.1,69.0,12.1,177.2,15.4,8.0,07:01:56,1713675716,20:38:41,1713724721,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4831,2024-04-22,1713736800,14.9,8.3,10.8,14.9,6.4,10.5,6.9,77.6,1.113,100.0,4.17,['rain'],0.0,0.0,38.5,22.1,170.7,1015.4,78.8,11.3,147.3,12.6,8.0,07:00:28,1713762028,20:39:46,1713811186,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4832,2024-04-23,1713823200,14.1,6.2,10.2,14.1,5.1,9.8,3.1,65.2,9.711,100.0,4.17,['rain'],0.0,0.0,44.6,22.5,211.8,1014.7,41.0,12.3,190.1,16.8,8.0,06:59:01,1713848341,20:40:51,1713897651,0.48,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4833,2024-04-24,1713909600,17.8,2.8,10.9,17.8,0.9,10.4,2.2,58.8,0.0,0.0,0.0,,0.0,0.0,42.5,25.7,149.9,1014.5,8.3,12.1,281.8,24.3,8.0,06:57:34,1713934654,20:41:56,1713984116,0.5,Clear,Clear conditions throughout the day.,clear-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
4834,2024-04-25,1713996000,14.2,11.2,12.6,14.2,11.2,12.6,6.9,68.6,0.0,0.0,0.0,,0.0,0.0,34.9,18.2,62.3,1010.3,72.8,12.1,160.8,14.0,7.0,06:56:09,1714020969,20:43:01,1714070581,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'D1298', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4477984,2.1762713,"41.4477984,2.1762713","41.4477984,2.1762713",Europe/Madrid,1.0,
